event_id,session_id,user_key,product_key,date_key,event_name,page_type,page_load_ms,event_timestamp
62,SES-2025-000028,4984,20,20251208,product_view,product_detail,891,2025-12-08 12:33:04
63,SES-2025-000029,2648,0,20251116,session_visit,home_or_landing,1712,2025-11-16 20:55:19
64,SES-2025-000029,2648,0,20251116,browse_search,category_search_listing,1641,2025-11-16 20:55:48
65,SES-2025-000029,2648,33,20251116,product_view,product_detail,1943,2025-11-16 20:56:08
66,SES-2025-000030,6862,0,20251203,session_visit,home_or_landing,3651,2025-12-03 11:44:58
67,SES-2025-000030,6862,0,20251203,browse_search,category_search_listing,3809,2025-12-03 11:45:10
68,SES-2025-000030,6862,17,20251203,product_view,product_detail,3925,2025-12-03 11:45:46
69,SES-2025-000030,6862,17,20251203,add_to_cart,cart_modal,4011,2025-12-03 11:46:12
70,SES-2025-000031,5837,0,20251128,session_visit,home_or_landing,1286,2025-11-28 22:46:16
71,SES-2025-000031,5837,0,20251128,browse_search,category_search_listing,1152,2025-11-28 22:46:42
72,SES-2025-000032,4429,0,20250912,session_visit,home_or_landing,1786,2025-09-12 03:05:46
73,SES-2025-000032,4429,0,20250912,browse_search,category_search_listing,1883,2025-09-12 03:06:23
74,SES-2025-000033,4482,0,20251120,session_visit,home_or_landing,1510,2025-11-20 20:59:42
75,SES-2025-000034,4272,0,20250825,session_visit,home_or_landing,2980,2025-08-25 23:07:29
76,SES-2025-000035,5419,0,20250916,session_visit,home_or_landing,1951,2025-09-16 21:51:36
77,SES-2025-000035,5419,0,20250916,browse_search,category_search_listing,1827,2025-09-16 21:51:59
78,SES-2025-000035,5419,32,20250916,product_view,product_detail,2056,2025-09-16 21:52:33
79,SES-2025-000035,5419,32,20250916,add_to_cart,cart_modal,2210,2025-09-16 21:53:01
80,SES-2025-000036,0,0,20250810,session_visit,home_or_landing,3452,2025-08-10 03:02:57
81,SES-2025-000036,0,0,20250810,browse_search,category_search_listing,3419,2025-08-10 03:03:20
82,SES-2025-000037,5117,0,20251118,session_visit,home_or_landing,552,2025-11-18 23:07:02
83,SES-2025-000037,5117,0,20251118,browse_search,category_search_listing,662,2025-11-18 23:07:25
84,SES-2025-000037,5117,11,20251118,product_view,product_detail,766,2025-11-18 23:08:03
85,SES-2025-000037,5117,11,20251118,add_to_cart,cart_modal,716,2025-11-18 23:08:22
86,SES-2025-000038,0,0,20251124,session_visit,home_or_landing,836,2025-11-24 23:44:32
87,SES-2025-000038,0,0,20251124,browse_search,category_search_listing,729,2025-11-24 23:44:56
88,SES-2025-000039,0,0,20251219,session_visit,home_or_landing,1694,2025-12-19 18:44:20
89,SES-2025-000039,0,0,20251219,browse_search,category_search_listing,1942,2025-12-19 18:44:46
90,SES-2025-000040,0,0,20250927,session_visit,home_or_landing,1993,2025-09-27 16:23:54
91,SES-2025-000041,0,0,20250726,session_visit,home_or_landing,3271,2025-07-26 22:28:09
92,SES-2025-000041,0,0,20250726,browse_search,category_search_listing,3322,2025-07-26 22:28:28
93,SES-2025-000042,0,0,20251209,session_visit,home_or_landing,4155,2025-12-09 02:59:22
94,SES-2025-000042,0,0,20251209,browse_search,category_search_listing,4180,2025-12-09 02:59:39
95,SES-2025-000042,0,30,20251209,product_view,product_detail,4192,2025-12-09 03:00:30
96,SES-2025-000043,4455,0,20250423,session_visit,home_or_landing,2642,2025-04-23 18:30:01
97,SES-2025-000043,4455,0,20250423,browse_search,category_search_listing,2859,2025-04-23 18:30:30
98,SES-2025-000044,5217,0,20251224,session_visit,home_or_landing,647,2025-12-24 09:50:13
99,SES-2025-000044,5217,0,20251224,browse_search,category_search_listing,537,2025-12-24 09:50:47
100,SES-2025-000044,5217,29,20251224,product_view,product_detail,705,2025-12-24 09:51:11
101,SES-2025-000044,5217,29,20251224,add_to_cart,cart_modal,782,2025-12-24 09:51:32
102,SES-2025-000045,0,0,20250914,session_visit,home_or_landing,1014,2025-09-14 20:35:48
103,SES-2025-000045,0,0,20250914,browse_search,category_search_listing,1150,2025-09-14 20:35:59
104,SES-2025-000045,0,23,20250914,product_view,product_detail,1145,2025-09-14 20:36:29
105,SES-2025-000046,0,0,20251012,session_visit,home_or_landing,3423,2025-10-12 20:37:34
106,SES-2025-000047,599,0,20251222,session_visit,home_or_landing,1102,2025-12-22 03:42:40
107,SES-2025-000047,599,0,20251222,browse_search,category_search_listing,1084,2025-12-22 03:43:12
108,SES-2025-000047,599,30,20251222,product_view,product_detail,1093,2025-12-22 03:44:03
109,SES-2025-000048,5488,0,20250829,session_visit,home_or_landing,1874,2025-08-29 02:44:54
110,SES-2025-000048,5488,0,20250829,browse_search,category_search_listing,1861,2025-08-29 02:45:07
111,SES-2025-000049,9473,0,20250909,session_visit,home_or_landing,1957,2025-09-09 06:01:51
112,SES-2025-000050,0,0,20250718,session_visit,home_or_landing,2636,2025-07-18 09:51:42
113,SES-2025-000051,8206,0,20251225,session_visit,home_or_landing,1395,2025-12-25 17:29:12
114,SES-2025-000051,8206,0,20251225,browse_search,category_search_listing,1520,2025-12-25 17:29:27
115,SES-2025-000052,8494,0,20251105,session_visit,home_or_landing,1177,2025-11-05 08:14:25
116,SES-2025-000053,9868,0,20251003,session_visit,home_or_landing,3428,2025-10-03 11:36:28
117,SES-2025-000053,9868,0,20251003,browse_search,category_search_listing,3449,2025-10-03 11:36:52
118,SES-2025-000053,9868,14,20251003,product_view,product_detail,3523,2025-10-03 11:37:24
119,SES-2025-000053,9868,14,20251003,add_to_cart,cart_modal,3743,2025-10-03 11:37:41
120,SES-2025-000054,5249,0,20251223,session_visit,home_or_landing,1289,2025-12-23 11:39:22
121,SES-2025-000054,5249,0,20251223,browse_search,category_search_listing,1282,2025-12-23 11:40:04
122,SES-2025-000054,5249,20,20251223,product_view,product_detail,1446,2025-12-23 11:40:42
123,SES-2025-000055,0,0,20250127,session_visit,home_or_landing,2313,2025-01-27 20:42:22
124,SES-2025-000056,8398,0,20251123,session_visit,home_or_landing,3511,2025-11-23 03:53:23
125,SES-2025-000056,8398,0,20251123,browse_search,category_search_listing,3618,2025-11-23 03:54:00
126,SES-2025-000056,8398,30,20251123,product_view,product_detail,3636,2025-11-23 03:54:41
127,SES-2025-000057,2247,0,20250828,session_visit,home_or_landing,1487,2025-08-28 21:08:36
128,SES-2025-000058,6402,0,20251020,session_visit,home_or_landing,1844,2025-10-20 08:51:05
129,SES-2025-000059,8877,0,20251216,session_visit,home_or_landing,1263,2025-12-16 21:08:40
130,SES-2025-000059,8877,0,20251216,browse_search,category_search_listing,1180,2025-12-16 21:09:08
131,SES-2025-000060,6439,0,20251129,session_visit,home_or_landing,2513,2025-11-29 19:25:27
132,SES-2025-000060,6439,0,20251129,browse_search,category_search_listing,2403,2025-11-29 19:26:05
133,SES-2025-000060,6439,28,20251129,product_view,product_detail,2577,2025-11-29 19:26:55
134,SES-2025-000061,4668,0,20250902,session_visit,home_or_landing,326,2025-09-02 15:46:37
135,SES-2025-000061,4668,0,20250902,browse_search,category_search_listing,330,2025-09-02 15:47:08
136,SES-2025-000061,4668,28,20250902,product_view,product_detail,425,2025-09-02 15:47:43
137,SES-2025-000061,4668,28,20250902,add_to_cart,cart_modal,483,2025-09-02 15:48:05
138,SES-2025-000062,1858,0,20251028,session_visit,home_or_landing,1751,2025-10-28 19:29:08
139,SES-2025-000063,953,0,20250801,session_visit,home_or_landing,2019,2025-08-01 10:49:58
140,SES-2025-000063,953,0,20250801,browse_search,category_search_listing,1964,2025-08-01 10:50:43
141,SES-2025-000064,7307,0,20250707,session_visit,home_or_landing,1352,2025-07-07 05:07:44
142,SES-2025-000065,7330,0,20251210,session_visit,home_or_landing,1232,2025-12-10 08:20:14
143,SES-2025-000065,7330,0,20251210,browse_search,category_search_listing,1387,2025-12-10 08:20:46
144,SES-2025-000065,7330,9,20251210,product_view,product_detail,1433,2025-12-10 08:21:12
145,SES-2025-000066,395,0,20251224,session_visit,home_or_landing,2115,2025-12-24 16:45:22
146,SES-2025-000067,0,0,20250104,session_visit,home_or_landing,188,2025-01-04 20:06:34
147,SES-2025-000067,0,0,20250104,browse_search,category_search_listing,399,2025-01-04 20:07:14
148,SES-2025-000067,0,6,20250104,product_view,product_detail,129,2025-01-04 20:08:09
149,SES-2025-000068,3217,0,20251125,session_visit,home_or_landing,2169,2025-11-25 05:16:30
150,SES-2025-000069,0,0,20251015,session_visit,home_or_landing,2269,2025-10-15 08:09:54
151,SES-2025-000069,0,0,20251015,browse_search,category_search_listing,2246,2025-10-15 08:10:17
152,SES-2025-000069,0,28,20251015,product_view,product_detail,2552,2025-10-15 08:10:47
153,SES-2025-000070,0,0,20250727,session_visit,home_or_landing,6417,2025-07-27 02:33:15
154,SES-2025-000070,0,0,20250727,browse_search,category_search_listing,6306,2025-07-27 02:33:51
155,SES-2025-000070,0,27,20250727,product_view,product_detail,6361,2025-07-27 02:34:29
156,SES-2025-000071,8276,0,20251202,session_visit,home_or_landing,1986,2025-12-02 20:05:21
157,SES-2025-000071,8276,0,20251202,browse_search,category_search_listing,2174,2025-12-02 20:05:49
158,SES-2025-000072,0,0,20251024,session_visit,home_or_landing,2564,2025-10-24 06:42:48
159,SES-2025-000072,0,0,20251024,browse_search,category_search_listing,2794,2025-10-24 06:43:29
160,SES-2025-000072,0,22,20251024,product_view,product_detail,2829,2025-10-24 06:44:29
161,SES-2025-000073,2412,0,20251120,session_visit,home_or_landing,2074,2025-11-20 18:09:00
162,SES-2025-000073,2412,0,20251120,browse_search,category_search_listing,2276,2025-11-20 18:09:43
163,SES-2025-000073,2412,31,20251120,product_view,product_detail,2055,2025-11-20 18:09:58
164,SES-2025-000073,2412,31,20251120,add_to_cart,cart_modal,2458,2025-11-20 18:10:31
165,SES-2025-000074,0,0,20250912,session_visit,home_or_landing,2351,2025-09-12 10:55:21
166,SES-2025-000074,0,0,20250912,browse_search,category_search_listing,2247,2025-09-12 10:55:33
167,SES-2025-000074,0,18,20250912,product_view,product_detail,2314,2025-09-12 10:56:07
168,SES-2025-000074,0,18,20250912,add_to_cart,cart_modal,2558,2025-09-12 10:56:47
169,SES-2025-000075,5559,0,20250508,session_visit,home_or_landing,4237,2025-05-08 18:37:45
170,SES-2025-000075,5559,0,20250508,browse_search,category_search_listing,4340,2025-05-08 18:38:00
171,SES-2025-000075,5559,17,20250508,product_view,product_detail,4380,2025-05-08 18:38:50
172,SES-2025-000076,9565,0,20250624,session_visit,home_or_landing,330,2025-06-24 20:15:45
173,SES-2025-000077,1123,0,20251121,session_visit,home_or_landing,1246,2025-11-21 18:24:43
174,SES-2025-000077,1123,0,20251121,browse_search,category_search_listing,1489,2025-11-21 18:25:21
175,SES-2025-000077,1123,16,20251121,product_view,product_detail,1304,2025-11-21 18:25:47
176,SES-2025-000078,0,0,20250320,session_visit,home_or_landing,1611,2025-03-20 10:57:08
177,SES-2025-000078,0,0,20250320,browse_search,category_search_listing,1565,2025-03-20 10:57:42
178,SES-2025-000078,0,11,20250320,product_view,product_detail,1727,2025-03-20 10:58:21
179,SES-2025-000079,1086,0,20251228,session_visit,home_or_landing,856,2025-12-28 14:52:36
180,SES-2025-000079,1086,0,20251228,browse_search,category_search_listing,1018,2025-12-28 14:53:20
181,SES-2025-000079,1086,31,20251228,product_view,product_detail,974,2025-12-28 14:54:19
182,SES-2025-000080,0,0,20251016,session_visit,home_or_landing,2279,2025-10-16 15:11:02
183,SES-2025-000080,0,0,20251016,browse_search,category_search_listing,2316,2025-10-16 15:11:43
184,SES-2025-000081,952,0,20251011,session_visit,home_or_landing,1303,2025-10-11 22:51:19
185,SES-2025-000082,9705,0,20251129,session_visit,home_or_landing,4504,2025-11-29 20:54:30
186,SES-2025-000083,2639,0,20251114,session_visit,home_or_landing,1417,2025-11-14 18:25:40
187,SES-2025-000083,2639,0,20251114,browse_search,category_search_listing,1530,2025-11-14 18:26:22
188,SES-2025-000083,2639,20,20251114,product_view,product_detail,1628,2025-11-14 18:26:39
189,SES-2025-000084,0,0,20250521,session_visit,home_or_landing,1850,2025-05-21 15:15:07
190,SES-2025-000085,9616,0,20251226,session_visit,home_or_landing,1727,2025-12-26 21:29:32
191,SES-2025-000085,9616,0,20251226,browse_search,category_search_listing,1709,2025-12-26 21:29:42
192,SES-2025-000085,9616,19,20251226,product_view,product_detail,1872,2025-12-26 21:30:00
193,SES-2025-000085,9616,19,20251226,add_to_cart,cart_modal,2002,2025-12-26 21:30:10
194,SES-2025-000086,2079,0,20251122,session_visit,home_or_landing,1067,2025-11-22 23:29:16
195,SES-2025-000086,2079,0,20251122,browse_search,category_search_listing,1068,2025-11-22 23:29:42
196,SES-2025-000086,2079,13,20251122,product_view,product_detail,1131,2025-11-22 23:30:11
197,SES-2025-000087,0,0,20251216,session_visit,home_or_landing,821,2025-12-16 02:41:26
198,SES-2025-000087,0,0,20251216,browse_search,category_search_listing,743,2025-12-16 02:41:37
199,SES-2025-000087,0,21,20251216,product_view,product_detail,998,2025-12-16 02:42:05
200,SES-2025-000087,0,21,20251216,add_to_cart,cart_modal,883,2025-12-16 02:42:25
201,SES-2025-000088,1355,0,20251204,session_visit,home_or_landing,1175,2025-12-04 15:11:16
202,SES-2025-000088,1355,0,20251204,browse_search,category_search_listing,1128,2025-12-04 15:11:59
203,SES-2025-000088,1355,3,20251204,product_view,product_detail,1210,2025-12-04 15:12:39
204,SES-2025-000088,1355,3,20251204,add_to_cart,cart_modal,1399,2025-12-04 15:12:52
205,SES-2025-000089,0,0,20250605,session_visit,home_or_landing,1234,2025-06-05 21:17:44
206,SES-2025-000089,0,0,20250605,browse_search,category_search_listing,1377,2025-06-05 21:18:26
207,SES-2025-000089,0,23,20250605,product_view,product_detail,1474,2025-06-05 21:19:00
208,SES-2025-000089,0,23,20250605,add_to_cart,cart_modal,1499,2025-06-05 21:19:33
209,SES-2025-000090,3778,0,20250516,session_visit,home_or_landing,1695,2025-05-16 14:59:35
210,SES-2025-000090,3778,0,20250516,browse_search,category_search_listing,1825,2025-05-16 15:00:06
211,SES-2025-000091,8414,0,20251030,session_visit,home_or_landing,2855,2025-10-30 20:49:46
212,SES-2025-000092,8772,0,20251120,session_visit,home_or_landing,1264,2025-11-20 00:28:30
213,SES-2025-000092,8772,0,20251120,browse_search,category_search_listing,1405,2025-11-20 00:28:44
214,SES-2025-000092,8772,16,20251120,product_view,product_detail,1390,2025-11-20 00:29:15
215,SES-2025-000093,2887,0,20251117,session_visit,home_or_landing,629,2025-11-17 05:47:40
216,SES-2025-000093,2887,0,20251117,browse_search,category_search_listing,651,2025-11-17 05:48:12
217,SES-2025-000093,2887,22,20251117,product_view,product_detail,865,2025-11-17 05:49:02
218,SES-2025-000093,2887,22,20251117,add_to_cart,cart_modal,683,2025-11-17 05:49:17
219,SES-2025-000094,8913,0,20250809,session_visit,home_or_landing,1799,2025-08-09 21:00:06
220,SES-2025-000094,8913,0,20250809,browse_search,category_search_listing,1879,2025-08-09 21:00:25
221,SES-2025-000094,8913,14,20250809,product_view,product_detail,1793,2025-08-09 21:00:44
222,SES-2025-000095,1246,0,20251103,session_visit,home_or_landing,1261,2025-11-03 15:02:25
223,SES-2025-000095,1246,0,20251103,browse_search,category_search_listing,1333,2025-11-03 15:02:51
224,SES-2025-000095,1246,3,20251103,product_view,product_detail,1219,2025-11-03 15:03:16
225,SES-2025-000096,0,0,20251029,session_visit,home_or_landing,612,2025-10-29 18:26:20
226,SES-2025-000097,0,0,20251218,session_visit,home_or_landing,5115,2025-12-18 23:44:22
227,SES-2025-000097,0,0,20251218,browse_search,category_search_listing,5336,2025-12-18 23:45:07
228,SES-2025-000098,0,0,20250814,session_visit,home_or_landing,2790,2025-08-14 08:47:46
229,SES-2025-000098,0,0,20250814,browse_search,category_search_listing,2729,2025-08-14 08:48:08
230,SES-2025-000098,0,15,20250814,product_view,product_detail,3023,2025-08-14 08:48:46
231,SES-2025-000099,0,0,20250614,session_visit,home_or_landing,1259,2025-06-14 07:21:22
232,SES-2025-000100,3030,0,20251102,session_visit,home_or_landing,3233,2025-11-02 01:38:57
233,SES-2025-000100,3030,0,20251102,browse_search,category_search_listing,3099,2025-11-02 01:39:10
234,SES-2025-000100,3030,13,20251102,product_view,product_detail,3385,2025-11-02 01:40:01
235,SES-2025-000101,0,0,20250212,session_visit,home_or_landing,3502,2025-02-12 19:24:26
236,SES-2025-000102,4381,0,20250420,session_visit,home_or_landing,2709,2025-04-20 19:33:02
237,SES-2025-000102,4381,0,20250420,browse_search,category_search_listing,2928,2025-04-20 19:33:45
238,SES-2025-000102,4381,15,20250420,product_view,product_detail,2786,2025-04-20 19:34:08
239,SES-2025-000102,4381,15,20250420,add_to_cart,cart_modal,2778,2025-04-20 19:34:35
240,SES-2025-000103,0,0,20250609,session_visit,home_or_landing,1929,2025-06-09 06:35:56
241,SES-2025-000104,3810,0,20250902,session_visit,home_or_landing,1442,2025-09-02 01:20:02
242,SES-2025-000104,3810,0,20250902,browse_search,category_search_listing,1621,2025-09-02 01:20:43
243,SES-2025-000104,3810,13,20250902,product_view,product_detail,1658,2025-09-02 01:21:37
244,SES-2025-000105,6041,0,20251211,session_visit,home_or_landing,986,2025-12-11 23:25:40
245,SES-2025-000105,6041,0,20251211,browse_search,category_search_listing,838,2025-12-11 23:26:19
246,SES-2025-000106,0,0,20250407,session_visit,home_or_landing,2615,2025-04-07 08:24:42
247,SES-2025-000106,0,0,20250407,browse_search,category_search_listing,2522,2025-04-07 08:25:27
248,SES-2025-000106,0,33,20250407,product_view,product_detail,2588,2025-04-07 08:26:18
249,SES-2025-000107,4770,0,20251206,session_visit,home_or_landing,1049,2025-12-06 03:07:54
250,SES-2025-000107,4770,0,20251206,browse_search,category_search_listing,1221,2025-12-06 03:08:20
251,SES-2025-000108,3725,0,20251217,session_visit,home_or_landing,4328,2025-12-17 01:44:13
252,SES-2025-000108,3725,0,20251217,browse_search,category_search_listing,4488,2025-12-17 01:44:37
253,SES-2025-000108,3725,20,20251217,product_view,product_detail,4234,2025-12-17 01:44:59
254,SES-2025-000109,0,0,20250828,session_visit,home_or_landing,1547,2025-08-28 19:34:22
255,SES-2025-000109,0,0,20250828,browse_search,category_search_listing,1526,2025-08-28 19:34:45
256,SES-2025-000109,0,15,20250828,product_view,product_detail,1477,2025-08-28 19:35:18
257,SES-2025-000109,0,15,20250828,add_to_cart,cart_modal,1921,2025-08-28 19:35:37
258,SES-2025-000110,0,0,20250111,session_visit,home_or_landing,1354,2025-01-11 18:44:33
259,SES-2025-000111,0,0,20250211,session_visit,home_or_landing,452,2025-02-11 08:28:58
260,SES-2025-000111,0,0,20250211,browse_search,category_search_listing,652,2025-02-11 08:29:28
261,SES-2025-000111,0,32,20250211,product_view,product_detail,467,2025-02-11 08:29:44
262,SES-2025-000112,0,0,20250304,session_visit,home_or_landing,2802,2025-03-04 11:11:54
263,SES-2025-000112,0,0,20250304,browse_search,category_search_listing,2808,2025-03-04 11:12:38
264,SES-2025-000112,0,27,20250304,product_view,product_detail,2811,2025-03-04 11:13:26
265,SES-2025-000113,862,0,20250703,session_visit,home_or_landing,1953,2025-07-03 17:58:24
266,SES-2025-000114,5115,0,20251006,session_visit,home_or_landing,1630,2025-10-06 01:32:27
267,SES-2025-000114,5115,0,20251006,browse_search,category_search_listing,1494,2025-10-06 01:32:55
268,SES-2025-000114,5115,22,20251006,product_view,product_detail,1811,2025-10-06 01:33:32
269,SES-2025-000115,9171,0,20251230,session_visit,home_or_landing,2789,2025-12-30 18:06:04
270,SES-2025-000116,8264,0,20251007,session_visit,home_or_landing,2117,2025-10-07 20:28:44
271,SES-2025-000117,0,0,20250217,session_visit,home_or_landing,1363,2025-02-17 09:13:01
272,SES-2025-000117,0,0,20250217,browse_search,category_search_listing,1328,2025-02-17 09:13:41
273,SES-2025-000117,0,3,20250217,product_view,product_detail,1563,2025-02-17 09:14:13
274,SES-2025-000118,1494,0,20251114,session_visit,home_or_landing,294,2025-11-14 13:06:12
275,SES-2025-000119,0,0,20250315,session_visit,home_or_landing,1198,2025-03-15 10:47:02
276,SES-2025-000119,0,0,20250315,browse_search,category_search_listing,1257,2025-03-15 10:47:30
277,SES-2025-000119,0,23,20250315,product_view,product_detail,1231,2025-03-15 10:47:58
278,SES-2025-000120,2766,0,20251202,session_visit,home_or_landing,1056,2025-12-02 20:07:57
279,SES-2025-000120,2766,0,20251202,browse_search,category_search_listing,1003,2025-12-02 20:08:32
280,SES-2025-000120,2766,8,20251202,product_view,product_detail,1091,2025-12-02 20:09:22
281,SES-2025-000120,2766,8,20251202,add_to_cart,cart_modal,1343,2025-12-02 20:10:00
282,SES-2025-000121,9148,0,20250905,session_visit,home_or_landing,532,2025-09-05 02:41:50
283,SES-2025-000122,7026,0,20251022,session_visit,home_or_landing,2381,2025-10-22 16:14:29
284,SES-2025-000122,7026,0,20251022,browse_search,category_search_listing,2285,2025-10-22 16:14:55
285,SES-2025-000122,7026,12,20251022,product_view,product_detail,2673,2025-10-22 16:15:42
286,SES-2025-000123,7416,0,20251211,session_visit,home_or_landing,2267,2025-12-11 20:56:45
287,SES-2025-000123,7416,0,20251211,browse_search,category_search_listing,2307,2025-12-11 20:57:04
288,SES-2025-000123,7416,13,20251211,product_view,product_detail,2283,2025-12-11 20:57:46
289,SES-2025-000124,3297,0,20250817,session_visit,home_or_landing,1130,2025-08-17 14:44:28
290,SES-2025-000125,984,0,20250411,session_visit,home_or_landing,2755,2025-04-11 21:30:40
291,SES-2025-000125,984,0,20250411,browse_search,category_search_listing,2692,2025-04-11 21:31:06
292,SES-2025-000126,0,0,20250720,session_visit,home_or_landing,3646,2025-07-20 07:53:56
293,SES-2025-000127,0,0,20250912,session_visit,home_or_landing,2846,2025-09-12 10:14:37
294,SES-2025-000127,0,0,20250912,browse_search,category_search_listing,2897,2025-09-12 10:15:12
295,SES-2025-000127,0,10,20250912,product_view,product_detail,2796,2025-09-12 10:15:47
296,SES-2025-000128,757,0,20250414,session_visit,home_or_landing,2844,2025-04-14 16:18:27
297,SES-2025-000128,757,0,20250414,browse_search,category_search_listing,3085,2025-04-14 16:18:50
