session_id,user_key,date_key,device_key,channel_key,page_views,duration_seconds,is_bounced,has_converted
SES-2025-000102,4381,20250420,2,2,4,118,0,0
SES-2025-000103,0,20250609,2,2,1,12,1,0
SES-2025-000104,3810,20250902,2,3,3,114,0,0
SES-2025-000105,6041,20251211,1,4,2,55,0,0
SES-2025-000106,0,20250407,2,1,3,139,0,0
SES-2025-000107,4770,20251206,1,5,2,35,0,0
SES-2025-000108,3725,20251217,2,4,3,79,0,0
SES-2025-000109,0,20250828,1,1,4,111,0,0
SES-2025-000110,0,20250111,2,1,1,6,1,0
SES-2025-000111,0,20250211,1,3,3,65,0,0
SES-2025-000112,0,20250304,2,2,3,136,0,0
SES-2025-000113,862,20250703,2,1,1,7,1,0
SES-2025-000114,5115,20251006,1,1,3,86,0,0
SES-2025-000115,9171,20251230,2,4,1,3,1,0
SES-2025-000116,8264,20251007,2,3,1,13,1,0
SES-2025-000117,0,20250217,2,3,3,99,0,0
SES-2025-000118,1494,20251114,1,5,1,9,1,0
SES-2025-000119,0,20250315,1,2,3,81,0,0
SES-2025-000120,2766,20251202,2,4,4,180,0,0
SES-2025-000121,9148,20250905,1,3,1,9,1,0
SES-2025-000122,7026,20251022,2,3,3,100,0,0
SES-2025-000123,7416,20251211,2,4,3,85,0,0
SES-2025-000124,3297,20250817,2,1,1,10,1,0
SES-2025-000125,984,20250411,3,3,2,48,0,0
SES-2025-000126,0,20250720,2,1,1,14,1,0
SES-2025-000127,0,20250912,2,4,3,113,0,0
SES-2025-000128,757,20250414,2,4,2,46,0,0
SES-2025-000129,6409,20250705,1,3,1,10,1,0
SES-2025-000130,5505,20251209,1,4,1,16,1,0
SES-2025-000131,6778,20251128,3,3,2,26,0,0
SES-2025-000132,7064,20251227,2,2,1,7,1,0
SES-2025-000133,7498,20251225,2,4,1,18,1,0
SES-2025-000134,2922,20250926,2,5,2,61,0,0
SES-2025-000135,0,20250822,2,2,3,72,0,0
SES-2025-000136,7631,20251229,2,1,2,65,0,0
SES-2025-000137,3352,20250917,2,1,1,17,1,0
SES-2025-000138,1696,20250816,2,6,3,137,0,0
SES-2025-000139,4917,20251112,2,6,1,12,1,0
SES-2025-000140,4277,20251122,2,1,2,25,0,0
SES-2025-000141,0,20251226,1,3,3,94,0,0
SES-2025-000142,834,20250908,1,1,7,150,0,1
SES-2025-000143,2445,20251013,2,4,3,128,0,0
SES-2025-000144,0,20251002,2,3,1,5,1,0
SES-2025-000145,4276,20251107,2,1,3,108,0,0
SES-2025-000146,6771,20251108,2,4,2,52,0,0
SES-2025-000147,8158,20250228,1,3,3,66,0,0
SES-2025-000148,6478,20251116,2,4,4,144,0,0
SES-2025-000149,0,20250822,1,5,2,28,0,0
SES-2025-000150,6364,20251209,1,3,3,123,0,0
SES-2025-000151,3807,20250818,2,1,4,149,0,0
SES-2025-000152,2143,20250711,2,1,1,7,1,0
SES-2025-000153,5093,20250523,3,6,3,67,0,0
SES-2025-000154,4225,20251130,2,1,4,138,0,0
SES-2025-000155,6912,20251112,1,1,3,116,0,0
SES-2025-000156,3140,20251216,2,1,1,6,1,0
SES-2025-000157,2906,20251105,1,5,3,130,0,0
SES-2025-000158,9276,20250524,1,3,1,12,1,0
SES-2025-000159,8110,20250923,2,3,1,4,1,0
SES-2025-000160,0,20250717,1,3,1,3,1,0
SES-2025-000161,1647,20250511,1,4,5,200,0,0
SES-2025-000162,0,20250428,1,3,3,103,0,0
SES-2025-000163,3174,20250817,1,4,1,12,1,0
SES-2025-000164,2019,20250219,1,5,2,37,0,0
SES-2025-000165,1386,20251010,2,2,7,188,0,1
SES-2025-000166,6878,20250520,1,5,1,10,1,0
SES-2025-000167,9523,20251206,3,1,3,76,0,0
SES-2025-000168,0,20250121,1,3,1,17,1,0
SES-2025-000169,3446,20250902,2,4,1,13,1,0
SES-2025-000170,3723,20250618,2,4,2,38,0,0
SES-2025-000171,0,20251024,2,3,1,7,1,0
SES-2025-000172,3679,20251016,2,3,3,88,0,0
SES-2025-000173,6721,20251222,2,4,1,7,1,0
SES-2025-000174,1915,20251019,2,2,2,49,0,0
SES-2025-000175,649,20251204,2,2,2,46,0,0
SES-2025-000176,0,20250705,3,4,1,4,1,0
SES-2025-000177,0,20250729,1,2,4,161,0,0
SES-2025-000178,0,20251217,1,4,1,5,1,0
SES-2025-000179,2137,20251024,1,4,4,99,0,0
SES-2025-000180,5824,20250521,2,1,3,115,0,0
SES-2025-000181,8990,20251215,2,6,4,139,0,0
SES-2025-000182,0,20250118,1,3,1,7,1,0
SES-2025-000183,9269,20251211,1,1,1,18,1,0
SES-2025-000184,3179,20250509,3,3,1,10,1,0
SES-2025-000185,9502,20250924,2,2,4,130,0,0
SES-2025-000186,0,20251223,2,1,1,14,1,0
SES-2025-000187,4073,20250507,2,3,2,29,0,0
SES-2025-000188,4510,20250929,2,3,1,13,1,0
SES-2025-000189,4450,20250918,1,4,1,12,1,0
SES-2025-000190,0,20251224,2,4,1,5,1,0
SES-2025-000191,0,20250911,2,3,3,130,0,0
SES-2025-000192,3118,20251229,2,1,4,127,0,0
SES-2025-000193,0,20250416,1,1,1,13,1,0
SES-2025-000194,535,20250910,1,1,1,8,1,0
SES-2025-000195,7124,20251110,2,2,2,56,0,0
SES-2025-000196,0,20250414,2,4,1,12,1,0
SES-2025-000197,1551,20250804,1,1,4,58,0,0
SES-2025-000198,0,20251228,2,4,2,37,0,0
SES-2025-000199,3789,20251016,3,4,1,13,1,0
SES-2025-000200,0,20250918,1,1,3,111,0,0
SES-2025-000201,0,20250909,1,1,1,8,1,0
SES-2025-000202,1422,20251023,2,5,4,121,0,0
SES-2025-000203,0,20250114,1,2,4,121,0,0
SES-2025-000204,5554,20251216,2,2,1,17,1,0
SES-2025-000205,7141,20250308,1,1,1,6,1,0
SES-2025-000206,6824,20251231,2,2,4,117,0,0
SES-2025-000207,5849,20250607,1,3,3,112,0,0
SES-2025-000208,7890,20250428,1,1,1,18,1,0
SES-2025-000209,1182,20250617,1,3,2,37,0,0
SES-2025-000210,1731,20250822,1,3,3,138,0,0
SES-2025-000211,5106,20251230,2,3,1,17,1,0
SES-2025-000212,1479,20250330,1,3,3,113,0,0
SES-2025-000213,6201,20251218,2,5,7,211,0,1
SES-2025-000214,0,20250712,1,5,1,10,1,0
SES-2025-000215,2057,20251225,2,4,2,36,0,0
SES-2025-000216,6343,20250825,2,5,3,66,0,0
SES-2025-000217,9033,20251028,1,1,2,19,0,0
SES-2025-000218,5178,20250331,1,3,4,92,0,0
SES-2025-000219,8627,20251112,2,5,3,66,0,0
SES-2025-000220,8831,20251129,2,4,1,15,1,0
SES-2025-000221,0,20250811,2,4,3,100,0,0
SES-2025-000222,0,20250214,2,3,1,15,1,0
SES-2025-000223,5008,20251209,2,3,1,4,1,0
SES-2025-000224,2322,20251003,2,4,2,42,0,0
SES-2025-000225,5392,20250831,2,1,2,24,0,0
SES-2025-000226,0,20250709,2,4,1,5,1,0
SES-2025-000227,8928,20251208,2,1,3,114,0,0
SES-2025-000228,0,20251225,1,5,2,35,0,0
SES-2025-000229,9580,20250820,1,4,3,98,0,0
SES-2025-000230,3201,20251201,2,4,2,66,0,0
SES-2025-000231,4976,20251105,1,2,3,96,0,0
SES-2025-000232,9759,20251010,2,1,3,73,0,0
SES-2025-000233,1480,20251029,1,2,2,42,0,0
SES-2025-000234,7600,20250924,2,2,3,88,0,0
SES-2025-000235,7083,20251002,2,3,3,106,0,0
SES-2025-000236,0,20250130,2,1,4,139,0,0
SES-2025-000237,2913,20250807,3,1,3,96,0,0
SES-2025-000238,7746,20251128,2,2,1,14,1,0
SES-2025-000239,0,20251027,1,4,1,3,1,0
SES-2025-000240,8897,20250713,1,1,3,86,0,0
SES-2025-000241,7071,20250907,1,3,3,86,0,0
SES-2025-000242,5499,20250719,2,1,2,43,0,0
SES-2025-000243,7837,20251106,2,1,1,4,1,0
SES-2025-000244,42,20250525,1,1,2,55,0,0
SES-2025-000245,8186,20250502,1,2,2,66,0,0
SES-2025-000246,0,20251210,2,3,1,6,1,0
SES-2025-000247,7107,20251004,2,1,1,13,1,0
SES-2025-000248,6509,20251201,1,1,3,89,0,0
SES-2025-000249,0,20250327,3,4,1,15,1,0
SES-2025-000250,0,20251217,2,1,1,14,1,0
SES-2025-000251,9354,20251129,1,1,7,213,0,1
SES-2025-000252,0,20250828,2,4,1,15,1,0
SES-2025-000253,3646,20250901,2,1,1,6,1,0
SES-2025-000254,0,20251028,1,1,3,99,0,0
SES-2025-000255,0,20251214,1,2,1,6,1,0
SES-2025-000256,8588,20251004,1,1,1,13,1,0
SES-2025-000257,1434,20250909,1,3,1,10,1,0
SES-2025-000258,2116,20251112,2,3,3,89,0,0
SES-2025-000259,6736,20251119,2,1,4,153,0,0
SES-2025-000260,0,20251118,2,1,1,11,1,0
SES-2025-000261,4320,20250716,2,5,1,14,1,0
SES-2025-000262,2897,20251228,2,3,3,97,0,0
SES-2025-000263,5529,20250919,2,4,3,121,0,0
SES-2025-000264,8638,20251212,2,1,4,114,0,0
SES-2025-000265,0,20250321,1,4,1,4,1,0
SES-2025-000266,0,20250809,2,2,1,18,1,0
SES-2025-000267,3062,20251122,1,1,1,11,1,0
SES-2025-000268,0,20251022,2,5,4,86,0,0
SES-2025-000269,7784,20251215,2,1,1,4,1,0
SES-2025-000270,0,20250802,2,3,1,9,1,0
SES-2025-000271,0,20250110,2,4,2,38,0,0
SES-2025-000272,0,20250618,3,3,4,134,0,0
SES-2025-000273,0,20250928,1,1,3,83,0,0
SES-2025-000274,0,20251028,2,5,3,103,0,0
SES-2025-000275,6034,20251023,2,6,2,29,0,0
SES-2025-000276,0,20250204,2,4,4,167,0,0
SES-2025-000277,4264,20250531,2,4,2,38,0,0
SES-2025-000278,9934,20251009,1,2,4,179,0,0
SES-2025-000279,0,20251224,2,2,1,13,1,0
SES-2025-000280,8125,20251104,2,3,4,137,0,0
SES-2025-000281,1940,20250913,2,3,2,54,0,0
SES-2025-000282,3302,20250514,2,1,2,49,0,0
SES-2025-000283,1883,20251025,2,1,1,11,1,0
SES-2025-000284,9819,20251203,1,5,4,111,0,0
SES-2025-000285,5245,20250915,1,4,3,67,0,0
SES-2025-000286,0,20250903,2,3,2,34,0,0
SES-2025-000287,9871,20251130,1,6,1,9,1,0
SES-2025-000288,6693,20251115,1,1,1,11,1,0
SES-2025-000289,3595,20250814,2,3,2,52,0,0
SES-2025-000290,0,20250904,1,2,3,108,0,0
SES-2025-000291,0,20251116,2,2,2,33,0,0
SES-2025-000292,304,20251010,2,5,3,96,0,0
SES-2025-000293,3552,20250326,2,3,1,3,1,0
SES-2025-000294,8863,20250913,2,1,4,111,0,0
SES-2025-000295,0,20250326,2,3,4,110,0,0
SES-2025-000296,0,20251031,1,1,2,20,0,0
SES-2025-000297,8094,20251008,2,1,1,12,1,0
SES-2025-000298,4806,20251123,2,1,2,44,0,0
SES-2025-000299,0,20250428,2,4,3,59,0,0
SES-2025-000300,0,20250224,1,1,6,246,0,0
SES-2025-000301,3555,20250330,2,3,2,59,0,0
SES-2025-000302,4357,20250717,1,2,3,104,0,0
SES-2025-000303,0,20250902,2,5,1,3,1,0
SES-2025-000304,1624,20251014,1,1,1,8,1,0
SES-2025-000305,766,20250317,1,4,2,36,0,0
SES-2025-000306,9629,20251016,2,3,2,58,0,0
SES-2025-000307,6332,20250806,1,3,3,122,0,0
SES-2025-000308,0,20250822,2,1,2,48,0,0
SES-2025-000309,0,20250306,1,5,3,99,0,0
SES-2025-000310,1495,20251123,2,3,1,6,1,0
SES-2025-000311,4875,20250606,1,2,3,121,0,0
SES-2025-000312,9228,20251013,1,3,1,15,1,0
SES-2025-000313,0,20251017,3,2,3,60,0,0
SES-2025-000314,431,20251119,1,2,4,102,0,0
SES-2025-000315,3646,20250923,2,3,1,5,1,0
SES-2025-000316,8422,20251008,2,2,7,160,0,1
SES-2025-000317,5956,20250426,2,5,2,53,0,0
SES-2025-000318,5160,20250827,3,1,4,95,0,0
SES-2025-000319,4312,20251231,2,5,2,46,0,0
SES-2025-000320,6254,20251102,2,3,3,87,0,0
SES-2025-000321,5567,20250930,2,2,3,77,0,0
SES-2025-000322,8231,20251109,2,5,4,111,0,0
SES-2025-000323,867,20251204,2,5,3,105,0,0
SES-2025-000324,1682,20250312,2,2,4,116,0,0
SES-2025-000325,6931,20251023,1,1,2,52,0,0
SES-2025-000326,0,20250910,3,4,3,83,0,0
SES-2025-000327,9840,20250627,1,4,3,84,0,0
SES-2025-000328,0,20251008,1,5,2,66,0,0
SES-2025-000329,9362,20251127,2,5,2,57,0,0
SES-2025-000330,0,20250602,1,5,4,76,0,0
SES-2025-000331,0,20250518,2,1,2,48,0,0
SES-2025-000332,4346,20251210,2,5,1,13,1,0
SES-2025-000333,0,20250907,3,4,1,13,1,0
SES-2025-000334,0,20251208,2,3,1,3,1,0
SES-2025-000335,2990,20251212,2,1,2,35,0,0
SES-2025-000336,1811,20250911,2,2,3,126,0,0
SES-2025-000337,0,20250712,2,2,3,100,0,0
SES-2025-000338,1472,20250901,2,1,3,88,0,0
SES-2025-000339,0,20250927,2,2,1,7,1,0
SES-2025-000340,3520,20250516,2,3,1,14,1,0
SES-2025-000341,0,20250815,3,2,3,68,0,0
SES-2025-000342,414,20251115,1,1,1,5,1,0
SES-2025-000343,0,20250819,2,1,2,34,0,0
SES-2025-000344,0,20250830,2,2,1,12,1,0
SES-2025-000345,2862,20251106,3,1,2,51,0,0
SES-2025-000346,4198,20251116,3,3,3,80,0,0
SES-2025-000347,0,20251029,1,5,3,73,0,0
SES-2025-000348,5742,20251226,2,3,2,47,0,0
SES-2025-000349,0,20250902,2,5,1,11,1,0
SES-2025-000350,0,20251031,2,1,1,17,1,0
SES-2025-000351,3791,20251009,1,5,3,85,0,0
SES-2025-000352,4087,20251218,2,5,3,107,0,0
SES-2025-000353,0,20250930,2,2,3,83,0,0
SES-2025-000354,3886,20250903,2,3,1,8,1,0
SES-2025-000355,4334,20251018,2,1,1,15,1,0
SES-2025-000356,1683,20250904,3,3,3,100,0,0
SES-2025-000357,2958,20251230,2,2,1,13,1,0
SES-2025-000358,0,20250711,2,5,3,65,0,0
SES-2025-000359,0,20250822,2,3,4,128,0,0
SES-2025-000360,0,20250718,2,4,1,6,1,0
SES-2025-000361,1525,20250702,1,1,2,48,0,0
SES-2025-000362,0,20250526,2,1,3,94,0,0
SES-2025-000363,172,20250829,2,1,2,23,0,0
SES-2025-000364,0,20250110,1,2,1,4,1,0
SES-2025-000365,0,20251112,2,4,1,5,1,0
SES-2025-000366,1726,20251225,3,3,3,103,0,0
SES-2025-000367,7963,20250706,1,2,1,16,1,0
SES-2025-000368,8960,20251107,2,2,1,9,1,0
SES-2025-000369,0,20250708,1,2,2,28,0,0
SES-2025-000370,0,20250528,1,5,3,135,0,0
SES-2025-000371,0,20251001,2,3,1,13,1,0
SES-2025-000372,4136,20251031,2,2,1,15,1,0
SES-2025-000373,4759,20251217,2,6,2,50,0,0
SES-2025-000374,6269,20251215,2,1,1,14,1,0
SES-2025-000375,745,20251230,2,6,1,7,1,0
SES-2025-000376,4439,20250501,2,4,2,55,0,0
SES-2025-000377,8803,20250721,1,2,3,105,0,0
SES-2025-000378,0,20250324,2,5,3,102,0,0
SES-2025-000379,0,20250413,1,1,3,83,0,0
SES-2025-000380,0,20250912,3,1,2,41,0,0
SES-2025-000381,9574,20251219,1,4,7,153,0,1
SES-2025-000382,0,20250419,1,3,2,31,0,0
SES-2025-000383,2730,20251214,2,1,1,17,1,0
SES-2025-000384,7999,20251205,1,2,1,5,1,0
SES-2025-000385,2756,20251209,3,2,1,7,1,0
SES-2025-000386,3558,20251013,2,1,3,78,0,0
SES-2025-000387,393,20251211,2,4,1,6,1,0
SES-2025-000388,0,20250201,1,1,2,46,0,0
SES-2025-000389,3560,20251222,1,4,1,3,1,0
SES-2025-000390,0,20251009,1,3,3,109,0,0
SES-2025-000391,4897,20251018,2,3,1,9,1,0
SES-2025-000392,8803,20251002,2,2,4,141,0,0
SES-2025-000393,0,20250728,1,5,4,119,0,0
SES-2025-000394,6709,20251021,2,4,1,15,1,0
SES-2025-000395,2671,20251012,2,3,4,77,0,0
SES-2025-000396,5854,20251104,2,2,4,150,0,0
SES-2025-000397,0,20250312,1,1,3,70,0,0
SES-2025-000398,4615,20251018,2,3,1,16,1,0
SES-2025-000399,0,20250413,1,4,1,7,1,0
SES-2025-000400,0,20250220,2,3,2,38,0,0
SES-2025-000401,9716,20250610,2,3,1,12,1,0
SES-2025-000402,1877,20250520,2,3,2,38,0,0
SES-2025-000403,2095,20250821,1,4,1,12,1,0
SES-2025-000404,464,20250922,1,4,1,8,1,0
SES-2025-000405,4360,20251230,2,4,3,115,0,0
SES-2025-000406,1475,20251101,2,1,4,160,0,0
SES-2025-000407,6916,20251110,2,2,1,5,1,0
SES-2025-000408,8363,20250822,1,4,7,161,0,1
SES-2025-000409,8417,20250619,1,1,1,6,1,0
SES-2025-000410,0,20251015,2,1,1,4,1,0
SES-2025-000411,1403,20251227,2,2,4,123,0,0
SES-2025-000412,3468,20250822,1,2,3,115,0,0
SES-2025-000413,0,20250123,2,2,2,43,0,0
SES-2025-000414,0,20250704,1,2,2,46,0,0
SES-2025-000415,7200,20250731,2,2,3,64,0,0
SES-2025-000416,8978,20250624,2,2,2,48,0,0
SES-2025-000417,0,20251223,2,3,4,151,0,0
SES-2025-000418,1937,20251112,2,1,1,11,1,0
SES-2025-000419,3345,20251125,1,3,4,108,0,0
SES-2025-000420,4181,20251220,2,2,2,47,0,0
SES-2025-000421,2922,20251003,2,1,3,47,0,0
SES-2025-000422,9064,20251003,2,1,5,114,0,0
SES-2025-000423,7260,20251124,2,3,4,128,0,0
SES-2025-000424,3256,20251112,2,1,1,18,1,0
SES-2025-000425,0,20250122,2,5,3,95,0,0
SES-2025-000426,3502,20251207,1,2,4,94,0,0
SES-2025-000427,0,20250427,2,5,2,72,0,0
SES-2025-000428,8376,20250515,1,2,7,168,0,1
SES-2025-000429,0,20250526,2,2,1,12,1,0
SES-2025-000430,9699,20250714,1,3,3,77,0,0
SES-2025-000431,1797,20251019,2,3,2,55,0,0
SES-2025-000432,4202,20250706,1,4,1,9,1,0
SES-2025-000433,0,20251129,1,3,4,144,0,0
SES-2025-000434,0,20250526,1,5,2,33,0,0
SES-2025-000435,1994,20250928,2,4,1,12,1,0
SES-2025-000436,7298,20251024,2,1,3,60,0,0
SES-2025-000437,3262,20250526,1,1,2,41,0,0
SES-2025-000438,0,20250922,1,5,1,17,1,0
SES-2025-000439,0,20251124,1,1,2,39,0,0
SES-2025-000440,1899,20250623,1,3,2,43,0,0
SES-2025-000441,0,20250711,1,4,1,6,1,0
SES-2025-000442,0,20250422,2,2,2,47,0,0
SES-2025-000443,0,20250705,2,3,1,7,1,0
SES-2025-000444,3589,20250909,2,1,2,45,0,0
SES-2025-000445,7087,20251110,1,2,3,110,0,0
SES-2025-000446,9312,20251120,2,3,1,14,1,0
SES-2025-000447,2778,20251231,1,3,1,14,1,0
SES-2025-000448,9034,20250618,2,2,3,87,0,0
SES-2025-000449,0,20250820,1,5,4,165,0,0
SES-2025-000450,3531,20250611,2,3,2,52,0,0
SES-2025-000451,0,20250407,2,2,3,112,0,0
SES-2025-000452,9135,20251105,2,4,1,3,1,0
SES-2025-000453,6442,20250910,2,4,1,17,1,0
SES-2025-000454,0,20251215,2,3,3,51,0,0
SES-2025-000455,8426,20251214,1,2,3,114,0,0
SES-2025-000456,0,20251013,1,2,3,123,0,0
SES-2025-000457,248,20250207,2,2,2,53,0,0
SES-2025-000458,1177,20251117,1,1,1,16,1,0
SES-2025-000459,5323,20250829,2,4,1,3,1,0
SES-2025-000460,0,20250813,1,4,1,14,1,0
SES-2025-000461,1877,20250525,1,6,3,91,0,0
SES-2025-000462,2088,20250616,2,4,1,16,1,0
SES-2025-000463,7869,20250414,2,5,2,61,0,0
SES-2025-000464,0,20250716,2,5,5,142,0,0
SES-2025-000465,3312,20251126,1,4,1,6,1,0
SES-2025-000466,2400,20250928,2,5,2,26,0,0
SES-2025-000467,4269,20250510,1,4,1,16,1,0
SES-2025-000468,0,20251017,1,2,2,34,0,0
SES-2025-000469,8795,20251108,3,2,3,113,0,0
SES-2025-000470,4487,20251003,3,4,3,106,0,0
SES-2025-000471,0,20250505,1,5,3,112,0,0
SES-2025-000472,9767,20251124,1,1,2,33,0,0
SES-2025-000473,5073,20251214,1,5,1,7,1,0
SES-2025-000474,215,20251211,2,2,3,87,0,0
SES-2025-000475,902,20250819,2,2,2,40,0,0
SES-2025-000476,3774,20250909,2,1,2,29,0,0
SES-2025-000477,1418,20250808,2,4,3,98,0,0
SES-2025-000478,7105,20250712,1,1,3,105,0,0
SES-2025-000479,7502,20251223,2,1,1,16,1,0
SES-2025-000480,0,20251217,2,4,3,73,0,0
SES-2025-000481,6819,20251031,1,3,1,17,1,0
SES-2025-000482,0,20250820,2,1,1,13,1,0
SES-2025-000483,0,20250409,3,2,3,105,0,0
SES-2025-000484,0,20251117,2,1,1,11,1,0
SES-2025-000485,0,20250809,2,3,2,51,0,0
SES-2025-000486,8272,20250710,1,4,1,15,1,0
SES-2025-000487,0,20251216,2,6,4,143,0,0
SES-2025-000488,6660,20251225,2,2,1,15,1,0
SES-2025-000489,7961,20251227,2,3,1,18,1,0
SES-2025-000490,0,20250418,2,2,2,45,0,0
SES-2025-000491,0,20250812,1,3,3,66,0,0
SES-2025-000492,5319,20251120,2,1,3,96,0,0
SES-2025-000493,0,20250206,2,4,4,142,0,0
SES-2025-000494,5675,20251102,1,4,1,16,1,0
SES-2025-000495,407,20250920,2,5,3,96,0,0
SES-2025-000496,871,20250831,2,3,1,17,1,0
SES-2025-000497,2049,20251115,1,1,3,137,0,0
SES-2025-000498,0,20250803,1,4,4,143,0,0
SES-2025-000499,293,20251230,1,2,2,37,0,0
SES-2025-000500,0,20250720,2,3,2,61,0,0
SES-2025-000501,0,20250215,1,1,2,68,0,0
SES-2025-000502,4772,20251028,2,2,3,79,0,0
SES-2025-000503,6865,20251102,1,2,2,47,0,0
