order_item_id,order_id,product_id,quantity,unit_price,line_total,product_key,unit_cost,line_cost,line_profit
39,ORD-2025-000039,20,1,79.0,79.0,20,32.0,32.0,47.0
40,ORD-2025-000040,1,2,299.99,599.98,1,180.0,360.0,239.98
41,ORD-2025-000041,25,1,79.0,79.0,25,28.0,28.0,51.0
42,ORD-2025-000042,31,1,42.0,42.0,31,15.0,15.0,27.0
43,ORD-2025-000043,12,1,38.0,38.0,12,14.0,14.0,24.0
44,ORD-2025-000044,16,1,48.0,48.0,16,20.0,20.0,28.0
45,ORD-2025-000045,21,1,34.0,34.0,21,12.0,12.0,22.0
46,ORD-2025-000046,5,2,79.99,159.98,5,38.0,76.0,83.98
47,ORD-2025-000047,25,1,79.0,79.0,25,28.0,28.0,51.0
48,ORD-2025-000048,31,1,42.0,42.0,31,15.0,15.0,27.0
49,ORD-2025-000049,10,3,68.0,204.0,10,22.0,66.0,138.0
50,ORD-2025-000050,24,2,32.0,64.0,24,9.0,18.0,46.0
51,ORD-2025-000051,13,1,145.0,145.0,13,55.0,55.0,90.0
52,ORD-2025-000052,20,1,79.0,79.0,20,32.0,32.0,47.0
53,ORD-2025-000053,19,1,95.0,95.0,19,42.0,42.0,53.0
54,ORD-2025-000054,13,1,145.0,145.0,13,55.0,55.0,90.0
55,ORD-2025-000055,32,1,49.0,49.0,32,18.0,18.0,31.0
56,ORD-2025-000056,26,1,24.0,24.0,26,8.5,8.5,15.5
57,ORD-2025-000057,6,2,69.99,139.98,6,30.0,60.0,79.98
58,ORD-2025-000058,7,1,39.99,39.99,7,18.0,18.0,21.99
59,ORD-2025-000059,24,1,32.0,32.0,24,9.0,9.0,23.0
60,ORD-2025-000060,22,1,110.0,110.0,22,40.0,40.0,70.0
61,ORD-2025-000061,22,1,110.0,110.0,22,40.0,40.0,70.0
62,ORD-2025-000062,11,1,74.0,74.0,11,26.0,26.0,48.0
63,ORD-2025-000063,31,1,42.0,42.0,31,15.0,15.0,27.0
64,ORD-2025-000064,28,1,25.0,25.0,28,7.5,7.5,17.5
65,ORD-2025-000065,25,2,79.0,158.0,25,28.0,56.0,102.0
66,ORD-2025-000066,20,1,79.0,79.0,20,32.0,32.0,47.0
67,ORD-2025-000067,5,1,79.99,79.99,5,38.0,38.0,41.99
68,ORD-2025-000068,24,1,32.0,32.0,24,9.0,9.0,23.0
69,ORD-2025-000069,10,1,68.0,68.0,10,22.0,22.0,46.0
70,ORD-2025-000070,27,1,22.0,22.0,27,6.0,6.0,16.0
71,ORD-2025-000071,29,1,32.0,32.0,29,11.0,11.0,21.0
72,ORD-2025-000072,23,2,26.0,52.0,23,7.0,14.0,38.0
73,ORD-2025-000073,13,1,145.0,145.0,13,55.0,55.0,90.0
74,ORD-2025-000074,20,1,79.0,79.0,20,32.0,32.0,47.0
75,ORD-2025-000075,6,1,69.99,69.99,6,30.0,30.0,39.99
76,ORD-2025-000076,29,1,32.0,32.0,29,11.0,11.0,21.0
77,ORD-2025-000077,11,1,74.0,74.0,11,26.0,26.0,48.0
78,ORD-2025-000078,22,2,110.0,220.0,22,40.0,80.0,140.0
79,ORD-2025-000079,33,1,89.0,89.0,33,32.0,32.0,57.0
80,ORD-2025-000080,3,1,89.99,89.99,3,45.0,45.0,44.99
81,ORD-2025-000081,29,2,32.0,64.0,29,11.0,22.0,42.0
82,ORD-2025-000082,24,1,32.0,32.0,24,9.0,9.0,23.0
83,ORD-2025-000083,5,1,79.99,79.99,5,38.0,38.0,41.99
84,ORD-2025-000084,9,1,28.0,28.0,9,8.0,8.0,20.0
85,ORD-2025-000085,5,1,79.99,79.99,5,38.0,38.0,41.99
86,ORD-2025-000086,28,1,25.0,25.0,28,7.5,7.5,17.5
87,ORD-2025-000087,4,1,54.99,54.99,4,25.0,25.0,29.99
88,ORD-2025-000088,13,1,145.0,145.0,13,55.0,55.0,90.0
89,ORD-2025-000089,30,1,85.0,85.0,30,35.0,35.0,50.0
90,ORD-2025-000090,10,2,68.0,136.0,10,22.0,44.0,92.0
91,ORD-2025-000091,23,1,26.0,26.0,23,7.0,7.0,19.0
92,ORD-2025-000092,5,1,79.99,79.99,5,38.0,38.0,41.99
93,ORD-2025-000093,12,2,38.0,76.0,12,14.0,28.0,48.0
94,ORD-2025-000094,20,1,79.0,79.0,20,32.0,32.0,47.0
95,ORD-2025-000095,21,1,34.0,34.0,21,12.0,12.0,22.0
96,ORD-2025-000096,9,2,28.0,56.0,9,8.0,16.0,40.0
97,ORD-2025-000097,5,2,79.99,159.98,5,38.0,76.0,83.98
98,ORD-2025-000098,28,1,25.0,25.0,28,7.5,7.5,17.5
99,ORD-2025-000099,8,1,49.99,49.99,8,22.0,22.0,27.99
100,ORD-2025-000100,29,2,32.0,64.0,29,11.0,22.0,42.0
101,ORD-2025-000101,23,1,26.0,26.0,23,7.0,7.0,19.0
102,ORD-2025-000102,28,3,25.0,75.0,28,7.5,22.5,52.5
103,ORD-2025-000103,10,1,68.0,68.0,10,22.0,22.0,46.0
104,ORD-2025-000104,2,2,149.99,299.98,2,75.0,150.0,149.98
105,ORD-2025-000105,24,1,32.0,32.0,24,9.0,9.0,23.0
106,ORD-2025-000106,18,1,89.0,89.0,18,38.0,38.0,51.0
107,ORD-2025-000107,8,1,49.99,49.99,8,22.0,22.0,27.99
108,ORD-2025-000108,29,2,32.0,64.0,29,11.0,22.0,42.0
109,ORD-2025-000109,3,1,89.99,89.99,3,45.0,45.0,44.99
110,ORD-2025-000110,31,1,42.0,42.0,31,15.0,15.0,27.0
111,ORD-2025-000111,6,1,69.99,69.99,6,30.0,30.0,39.99
112,ORD-2025-000112,24,1,32.0,32.0,24,9.0,9.0,23.0
113,ORD-2025-000113,5,1,79.99,79.99,5,38.0,38.0,41.99
114,ORD-2025-000114,21,1,34.0,34.0,21,12.0,12.0,22.0
115,ORD-2025-000115,30,2,85.0,170.0,30,35.0,70.0,100.0
116,ORD-2025-000116,22,1,110.0,110.0,22,40.0,40.0,70.0
117,ORD-2025-000117,31,1,42.0,42.0,31,15.0,15.0,27.0
118,ORD-2025-000118,25,1,79.0,79.0,25,28.0,28.0,51.0
119,ORD-2025-000119,31,2,42.0,84.0,31,15.0,30.0,54.0
120,ORD-2025-000120,17,1,349.0,349.0,17,160.0,160.0,189.0
121,ORD-2025-000121,1,1,299.99,299.99,1,180.0,180.0,119.99
122,ORD-2025-000122,14,1,44.0,44.0,14,16.0,16.0,28.0
123,ORD-2025-000123,2,1,149.99,149.99,2,75.0,75.0,74.99
124,ORD-2025-000124,28,2,25.0,50.0,28,7.5,15.0,35.0
125,ORD-2025-000125,28,1,25.0,25.0,28,7.5,7.5,17.5
126,ORD-2025-000126,14,2,44.0,88.0,14,16.0,32.0,56.0
127,ORD-2025-000127,23,1,26.0,26.0,23,7.0,7.0,19.0
128,ORD-2025-000128,5,1,79.99,79.99,5,38.0,38.0,41.99
129,ORD-2025-000129,10,1,68.0,68.0,10,22.0,22.0,46.0
130,ORD-2025-000130,14,1,44.0,44.0,14,16.0,16.0,28.0
131,ORD-2025-000131,6,1,69.99,69.99,6,30.0,30.0,39.99
132,ORD-2025-000132,14,1,44.0,44.0,14,16.0,16.0,28.0
133,ORD-2025-000133,26,1,24.0,24.0,26,8.5,8.5,15.5
134,ORD-2025-000134,5,1,79.99,79.99,5,38.0,38.0,41.99
135,ORD-2025-000135,7,3,39.99,119.97,7,18.0,54.0,65.97
136,ORD-2025-000136,1,1,299.99,299.99,1,180.0,180.0,119.99
137,ORD-2025-000137,25,1,79.0,79.0,25,28.0,28.0,51.0
138,ORD-2025-000138,6,1,69.99,69.99,6,30.0,30.0,39.99
139,ORD-2025-000139,7,1,39.99,39.99,7,18.0,18.0,21.99
140,ORD-2025-000140,25,2,79.0,158.0,25,28.0,56.0,102.0
141,ORD-2025-000141,11,1,74.0,74.0,11,26.0,26.0,48.0
142,ORD-2025-000142,31,2,42.0,84.0,31,15.0,30.0,54.0
143,ORD-2025-000143,31,1,42.0,42.0,31,15.0,15.0,27.0
144,ORD-2025-000144,7,1,39.99,39.99,7,18.0,18.0,21.99
145,ORD-2025-000145,4,2,54.99,109.98,4,25.0,50.0,59.98
146,ORD-2025-000146,12,1,38.0,38.0,12,14.0,14.0,24.0
147,ORD-2025-000147,21,1,34.0,34.0,21,12.0,12.0,22.0
148,ORD-2025-000148,25,1,79.0,79.0,25,28.0,28.0,51.0
149,ORD-2025-000149,20,2,79.0,158.0,20,32.0,64.0,94.0
150,ORD-2025-000150,14,1,44.0,44.0,14,16.0,16.0,28.0
151,ORD-2025-000151,5,1,79.99,79.99,5,38.0,38.0,41.99
152,ORD-2025-000152,5,1,79.99,79.99,5,38.0,38.0,41.99
153,ORD-2025-000153,11,2,74.0,148.0,11,26.0,52.0,96.0
154,ORD-2025-000154,2,1,149.99,149.99,2,75.0,75.0,74.99
155,ORD-2025-000155,28,1,25.0,25.0,28,7.5,7.5,17.5
156,ORD-2025-000156,16,1,48.0,48.0,16,20.0,20.0,28.0
157,ORD-2025-000157,27,1,22.0,22.0,27,6.0,6.0,16.0
158,ORD-2025-000158,7,1,39.99,39.99,7,18.0,18.0,21.99
159,ORD-2025-000159,27,1,22.0,22.0,27,6.0,6.0,16.0
160,ORD-2025-000160,25,1,79.0,79.0,25,28.0,28.0,51.0
161,ORD-2025-000161,20,1,79.0,79.0,20,32.0,32.0,47.0
162,ORD-2025-000162,13,1,145.0,145.0,13,55.0,55.0,90.0
163,ORD-2025-000163,16,1,48.0,48.0,16,20.0,20.0,28.0
164,ORD-2025-000164,6,1,69.99,69.99,6,30.0,30.0,39.99
165,ORD-2025-000165,5,1,79.99,79.99,5,38.0,38.0,41.99
166,ORD-2025-000166,24,2,32.0,64.0,24,9.0,18.0,46.0
167,ORD-2025-000167,27,1,22.0,22.0,27,6.0,6.0,16.0
168,ORD-2025-000168,12,1,38.0,38.0,12,14.0,14.0,24.0
169,ORD-2025-000169,28,2,25.0,50.0,28,7.5,15.0,35.0
170,ORD-2025-000170,27,1,22.0,22.0,27,6.0,6.0,16.0
171,ORD-2025-000171,19,1,95.0,95.0,19,42.0,42.0,53.0
172,ORD-2025-000172,32,3,49.0,147.0,32,18.0,54.0,93.0
173,ORD-2025-000173,26,2,24.0,48.0,26,8.5,17.0,31.0
174,ORD-2025-000174,24,2,32.0,64.0,24,9.0,18.0,46.0
175,ORD-2025-000175,9,1,28.0,28.0,9,8.0,8.0,20.0
176,ORD-2025-000176,31,1,42.0,42.0,31,15.0,15.0,27.0
177,ORD-2025-000177,21,1,34.0,34.0,21,12.0,12.0,22.0
178,ORD-2025-000178,11,1,74.0,74.0,11,26.0,26.0,48.0
179,ORD-2025-000179,29,1,32.0,32.0,29,11.0,11.0,21.0
180,ORD-2025-000180,25,1,79.0,79.0,25,28.0,28.0,51.0
181,ORD-2025-000181,12,3,38.0,114.0,12,14.0,42.0,72.0
182,ORD-2025-000182,27,1,22.0,22.0,27,6.0,6.0,16.0
183,ORD-2025-000183,32,1,49.0,49.0,32,18.0,18.0,31.0
184,ORD-2025-000184,26,2,24.0,48.0,26,8.5,17.0,31.0
185,ORD-2025-000185,33,1,89.0,89.0,33,32.0,32.0,57.0
186,ORD-2025-000186,3,1,89.99,89.99,3,45.0,45.0,44.99
187,ORD-2025-000187,4,1,54.99,54.99,4,25.0,25.0,29.99
188,ORD-2025-000188,6,1,69.99,69.99,6,30.0,30.0,39.99
189,ORD-2025-000189,16,1,48.0,48.0,16,20.0,20.0,28.0
190,ORD-2025-000190,12,1,38.0,38.0,12,14.0,14.0,24.0
191,ORD-2025-000191,32,1,49.0,49.0,32,18.0,18.0,31.0
192,ORD-2025-000192,6,2,69.99,139.98,6,30.0,60.0,79.98
193,ORD-2025-000193,24,2,32.0,64.0,24,9.0,18.0,46.0
194,ORD-2025-000194,19,1,95.0,95.0,19,42.0,42.0,53.0
195,ORD-2025-000195,31,2,42.0,84.0,31,15.0,30.0,54.0
196,ORD-2025-000196,14,1,44.0,44.0,14,16.0,16.0,28.0
197,ORD-2025-000197,1,1,299.99,299.99,1,180.0,180.0,119.99
198,ORD-2025-000198,31,3,42.0,126.0,31,15.0,45.0,81.0
199,ORD-2025-000199,26,2,24.0,48.0,26,8.5,17.0,31.0
200,ORD-2025-000200,9,1,28.0,28.0,9,8.0,8.0,20.0
201,ORD-2025-000201,31,1,42.0,42.0,31,15.0,15.0,27.0
202,ORD-2025-000202,30,1,85.0,85.0,30,35.0,35.0,50.0
203,ORD-2025-000203,26,1,24.0,24.0,26,8.5,8.5,15.5
204,ORD-2025-000204,2,1,149.99,149.99,2,75.0,75.0,74.99
205,ORD-2025-000205,15,1,29.0,29.0,15,10.0,10.0,19.0
206,ORD-2025-000206,21,2,34.0,68.0,21,12.0,24.0,44.0
207,ORD-2025-000207,9,1,28.0,28.0,9,8.0,8.0,20.0
208,ORD-2025-000208,18,3,89.0,267.0,18,38.0,114.0,153.0
209,ORD-2025-000209,31,1,42.0,42.0,31,15.0,15.0,27.0
210,ORD-2025-000210,26,1,24.0,24.0,26,8.5,8.5,15.5
211,ORD-2025-000211,30,2,85.0,170.0,30,35.0,70.0,100.0
212,ORD-2025-000212,27,1,22.0,22.0,27,6.0,6.0,16.0
213,ORD-2025-000213,27,3,22.0,66.0,27,6.0,18.0,48.0
214,ORD-2025-000214,11,1,74.0,74.0,11,26.0,26.0,48.0
215,ORD-2025-000215,2,1,149.99,149.99,2,75.0,75.0,74.99
216,ORD-2025-000216,11,1,74.0,74.0,11,26.0,26.0,48.0
217,ORD-2025-000217,12,2,38.0,76.0,12,14.0,28.0,48.0
218,ORD-2025-000218,25,2,79.0,158.0,25,28.0,56.0,102.0
219,ORD-2025-000219,30,1,85.0,85.0,30,35.0,35.0,50.0
220,ORD-2025-000220,9,1,28.0,28.0,9,8.0,8.0,20.0
221,ORD-2025-000221,21,1,34.0,34.0,21,12.0,12.0,22.0
222,ORD-2025-000222,32,1,49.0,49.0,32,18.0,18.0,31.0
223,ORD-2025-000223,10,1,68.0,68.0,10,22.0,22.0,46.0
224,ORD-2025-000224,26,1,24.0,24.0,26,8.5,8.5,15.5
225,ORD-2025-000225,17,1,349.0,349.0,17,160.0,160.0,189.0
226,ORD-2025-000226,4,1,54.99,54.99,4,25.0,25.0,29.99
227,ORD-2025-000227,23,1,26.0,26.0,23,7.0,7.0,19.0
228,ORD-2025-000228,14,1,44.0,44.0,14,16.0,16.0,28.0
229,ORD-2025-000229,9,1,28.0,28.0,9,8.0,8.0,20.0
230,ORD-2025-000230,2,3,149.99,449.97,2,75.0,225.0,224.97
231,ORD-2025-000231,6,1,69.99,69.99,6,30.0,30.0,39.99
232,ORD-2025-000232,16,1,48.0,48.0,16,20.0,20.0,28.0
233,ORD-2025-000233,14,1,44.0,44.0,14,16.0,16.0,28.0
234,ORD-2025-000234,1,1,299.99,299.99,1,180.0,180.0,119.99
235,ORD-2025-000235,13,1,145.0,145.0,13,55.0,55.0,90.0
236,ORD-2025-000236,27,1,22.0,22.0,27,6.0,6.0,16.0
237,ORD-2025-000237,24,1,32.0,32.0,24,9.0,9.0,23.0
238,ORD-2025-000238,9,1,28.0,28.0,9,8.0,8.0,20.0
239,ORD-2025-000239,7,1,39.99,39.99,7,18.0,18.0,21.99
240,ORD-2025-000240,16,1,48.0,48.0,16,20.0,20.0,28.0
241,ORD-2025-000241,33,1,89.0,89.0,33,32.0,32.0,57.0
242,ORD-2025-000242,26,1,24.0,24.0,26,8.5,8.5,15.5
243,ORD-2025-000243,6,1,69.99,69.99,6,30.0,30.0,39.99
244,ORD-2025-000244,17,1,349.0,349.0,17,160.0,160.0,189.0
245,ORD-2025-000245,17,1,349.0,349.0,17,160.0,160.0,189.0
246,ORD-2025-000246,14,2,44.0,88.0,14,16.0,32.0,56.0
247,ORD-2025-000247,28,2,25.0,50.0,28,7.5,15.0,35.0
248,ORD-2025-000248,31,1,42.0,42.0,31,15.0,15.0,27.0
249,ORD-2025-000249,25,1,79.0,79.0,25,28.0,28.0,51.0
250,ORD-2025-000250,11,1,74.0,74.0,11,26.0,26.0,48.0
251,ORD-2025-000251,23,2,26.0,52.0,23,7.0,14.0,38.0
252,ORD-2025-000252,3,1,89.99,89.99,3,45.0,45.0,44.99
253,ORD-2025-000253,12,1,38.0,38.0,12,14.0,14.0,24.0
254,ORD-2025-000254,25,1,79.0,79.0,25,28.0,28.0,51.0
255,ORD-2025-000255,3,1,89.99,89.99,3,45.0,45.0,44.99
256,ORD-2025-000256,13,1,145.0,145.0,13,55.0,55.0,90.0
257,ORD-2025-000257,25,1,79.0,79.0,25,28.0,28.0,51.0
258,ORD-2025-000258,15,1,29.0,29.0,15,10.0,10.0,19.0
259,ORD-2025-000259,25,2,79.0,158.0,25,28.0,56.0,102.0
260,ORD-2025-000260,28,1,25.0,25.0,28,7.5,7.5,17.5
261,ORD-2025-000261,28,1,25.0,25.0,28,7.5,7.5,17.5
262,ORD-2025-000262,33,1,89.0,89.0,33,32.0,32.0,57.0
263,ORD-2025-000263,9,1,28.0,28.0,9,8.0,8.0,20.0
264,ORD-2025-000264,23,1,26.0,26.0,23,7.0,7.0,19.0
265,ORD-2025-000265,8,1,49.99,49.99,8,22.0,22.0,27.99
266,ORD-2025-000266,18,1,89.0,89.0,18,38.0,38.0,51.0
267,ORD-2025-000267,22,1,110.0,110.0,22,40.0,40.0,70.0
268,ORD-2025-000268,25,1,79.0,79.0,25,28.0,28.0,51.0
269,ORD-2025-000269,9,1,28.0,28.0,9,8.0,8.0,20.0
270,ORD-2025-000270,13,1,145.0,145.0,13,55.0,55.0,90.0
271,ORD-2025-000271,9,1,28.0,28.0,9,8.0,8.0,20.0
272,ORD-2025-000272,25,3,79.0,237.0,25,28.0,84.0,153.0
273,ORD-2025-000273,18,2,89.0,178.0,18,38.0,76.0,102.0
274,ORD-2025-000274,11,1,74.0,74.0,11,26.0,26.0,48.0
275,ORD-2025-000275,5,1,79.99,79.99,5,38.0,38.0,41.99
276,ORD-2025-000276,23,1,26.0,26.0,23,7.0,7.0,19.0
277,ORD-2025-000277,26,2,24.0,48.0,26,8.5,17.0,31.0
278,ORD-2025-000278,9,1,28.0,28.0,9,8.0,8.0,20.0
279,ORD-2025-000279,21,1,34.0,34.0,21,12.0,12.0,22.0
280,ORD-2025-000280,18,1,89.0,89.0,18,38.0,38.0,51.0
281,ORD-2025-000281,11,1,74.0,74.0,11,26.0,26.0,48.0
282,ORD-2025-000282,20,1,79.0,79.0,20,32.0,32.0,47.0
283,ORD-2025-000283,10,1,68.0,68.0,10,22.0,22.0,46.0
284,ORD-2025-000284,2,1,149.99,149.99,2,75.0,75.0,74.99
285,ORD-2025-000285,2,3,149.99,449.97,2,75.0,225.0,224.97
286,ORD-2025-000286,23,2,26.0,52.0,23,7.0,14.0,38.0
287,ORD-2025-000287,12,1,38.0,38.0,12,14.0,14.0,24.0
288,ORD-2025-000288,8,1,49.99,49.99,8,22.0,22.0,27.99
289,ORD-2025-000289,33,1,89.0,89.0,33,32.0,32.0,57.0
290,ORD-2025-000290,21,1,34.0,34.0,21,12.0,12.0,22.0
291,ORD-2025-000291,10,1,68.0,68.0,10,22.0,22.0,46.0
292,ORD-2025-000292,21,1,34.0,34.0,21,12.0,12.0,22.0
293,ORD-2025-000293,14,1,44.0,44.0,14,16.0,16.0,28.0
294,ORD-2025-000294,7,2,39.99,79.98,7,18.0,36.0,43.98
295,ORD-2025-000295,5,2,79.99,159.98,5,38.0,76.0,83.98
296,ORD-2025-000296,8,1,49.99,49.99,8,22.0,22.0,27.99
297,ORD-2025-000297,14,2,44.0,88.0,14,16.0,32.0,56.0
298,ORD-2025-000298,8,2,49.99,99.98,8,22.0,44.0,55.98
299,ORD-2025-000299,22,1,110.0,110.0,22,40.0,40.0,70.0
300,ORD-2025-000300,10,1,68.0,68.0,10,22.0,22.0,46.0
301,ORD-2025-000301,20,1,79.0,79.0,20,32.0,32.0,47.0
302,ORD-2025-000302,3,1,89.99,89.99,3,45.0,45.0,44.99
303,ORD-2025-000303,9,3,28.0,84.0,9,8.0,24.0,60.0
304,ORD-2025-000304,14,1,44.0,44.0,14,16.0,16.0,28.0
305,ORD-2025-000305,8,2,49.99,99.98,8,22.0,44.0,55.98
306,ORD-2025-000306,10,2,68.0,136.0,10,22.0,44.0,92.0
307,ORD-2025-000307,11,1,74.0,74.0,11,26.0,26.0,48.0
308,ORD-2025-000308,9,1,28.0,28.0,9,8.0,8.0,20.0
309,ORD-2025-000309,11,1,74.0,74.0,11,26.0,26.0,48.0
310,ORD-2025-000310,11,1,74.0,74.0,11,26.0,26.0,48.0
311,ORD-2025-000311,26,2,24.0,48.0,26,8.5,17.0,31.0
312,ORD-2025-000312,14,1,44.0,44.0,14,16.0,16.0,28.0
313,ORD-2025-000313,20,1,79.0,79.0,20,32.0,32.0,47.0
314,ORD-2025-000314,20,1,79.0,79.0,20,32.0,32.0,47.0
315,ORD-2025-000315,7,2,39.99,79.98,7,18.0,36.0,43.98
316,ORD-2025-000316,19,1,95.0,95.0,19,42.0,42.0,53.0
317,ORD-2025-000317,29,1,32.0,32.0,29,11.0,11.0,21.0
318,ORD-2025-000318,23,1,26.0,26.0,23,7.0,7.0,19.0
319,ORD-2025-000319,4,1,54.99,54.99,4,25.0,25.0,29.99
320,ORD-2025-000320,31,1,42.0,42.0,31,15.0,15.0,27.0
321,ORD-2025-000321,1,2,299.99,599.98,1,180.0,360.0,239.98
322,ORD-2025-000322,4,1,54.99,54.99,4,25.0,25.0,29.99
323,ORD-2025-000323,17,2,349.0,698.0,17,160.0,320.0,378.0
324,ORD-2025-000324,26,2,24.0,48.0,26,8.5,17.0,31.0
325,ORD-2025-000325,31,2,42.0,84.0,31,15.0,30.0,54.0
326,ORD-2025-000326,8,2,49.99,99.98,8,22.0,44.0,55.98
327,ORD-2025-000327,3,1,89.99,89.99,3,45.0,45.0,44.99
328,ORD-2025-000328,6,1,69.99,69.99,6,30.0,30.0,39.99
329,ORD-2025-000329,22,1,110.0,110.0,22,40.0,40.0,70.0
330,ORD-2025-000330,26,1,24.0,24.0,26,8.5,8.5,15.5
331,ORD-2025-000331,32,1,49.0,49.0,32,18.0,18.0,31.0
332,ORD-2025-000332,18,1,89.0,89.0,18,38.0,38.0,51.0
333,ORD-2025-000333,9,1,28.0,28.0,9,8.0,8.0,20.0
334,ORD-2025-000334,13,1,145.0,145.0,13,55.0,55.0,90.0
335,ORD-2025-000335,3,2,89.99,179.98,3,45.0,90.0,89.98
336,ORD-2025-000336,17,1,349.0,349.0,17,160.0,160.0,189.0
337,ORD-2025-000337,20,2,79.0,158.0,20,32.0,64.0,94.0
338,ORD-2025-000338,30,1,85.0,85.0,30,35.0,35.0,50.0
339,ORD-2025-000339,11,1,74.0,74.0,11,26.0,26.0,48.0
340,ORD-2025-000340,17,1,349.0,349.0,17,160.0,160.0,189.0
341,ORD-2025-000341,11,1,74.0,74.0,11,26.0,26.0,48.0
342,ORD-2025-000342,4,2,54.99,109.98,4,25.0,50.0,59.98
343,ORD-2025-000343,13,1,145.0,145.0,13,55.0,55.0,90.0
344,ORD-2025-000344,11,1,74.0,74.0,11,26.0,26.0,48.0
345,ORD-2025-000345,13,2,145.0,290.0,13,55.0,110.0,180.0
346,ORD-2025-000346,8,1,49.99,49.99,8,22.0,22.0,27.99
347,ORD-2025-000347,27,1,22.0,22.0,27,6.0,6.0,16.0
348,ORD-2025-000348,13,3,145.0,435.0,13,55.0,165.0,270.0
349,ORD-2025-000349,18,1,89.0,89.0,18,38.0,38.0,51.0
350,ORD-2025-000350,1,1,299.99,299.99,1,180.0,180.0,119.99
351,ORD-2025-000351,7,1,39.99,39.99,7,18.0,18.0,21.99
352,ORD-2025-000352,28,1,25.0,25.0,28,7.5,7.5,17.5
353,ORD-2025-000353,30,3,85.0,255.0,30,35.0,105.0,150.0
354,ORD-2025-000354,7,3,39.99,119.97,7,18.0,54.0,65.97
355,ORD-2025-000355,13,1,145.0,145.0,13,55.0,55.0,90.0
356,ORD-2025-000356,5,1,79.99,79.99,5,38.0,38.0,41.99
357,ORD-2025-000357,3,2,89.99,179.98,3,45.0,90.0,89.98
358,ORD-2025-000358,11,1,74.0,74.0,11,26.0,26.0,48.0
359,ORD-2025-000359,3,1,89.99,89.99,3,45.0,45.0,44.99
360,ORD-2025-000360,21,2,34.0,68.0,21,12.0,24.0,44.0
361,ORD-2025-000361,18,1,89.0,89.0,18,38.0,38.0,51.0
362,ORD-2025-000362,19,1,95.0,95.0,19,42.0,42.0,53.0
363,ORD-2025-000363,7,1,39.99,39.99,7,18.0,18.0,21.99
364,ORD-2025-000364,28,2,25.0,50.0,28,7.5,15.0,35.0
365,ORD-2025-000365,31,2,42.0,84.0,31,15.0,30.0,54.0
